Date,Scrip,Open,High,Low,Close,Volume
20230726,00DS30,2162.34274,2164.78301,2157.09626,2160.44463,5364452000
20230726,00DSES,1373.12941,1374.32771,1371.32738,1373.20706,5364452000
20230726,00DSEX,6331.03042,6335.22065,6319.3029,6332.52469,5364452000
20230726,1JANATAMF,6.1,6.1,6.1,6.1,752
20230726,1STPRIMFMF,15.2,15.4,14.9,15,86479
20230726,AAMRANET,63,63.5,62.3,62.7,210610
20230726,AAMRATECH,34,34.4,33.7,34,159141
20230726,ABB1STMF,5.2,5.2,5.2,5.2,2270
20230726,ABBANK,9.7,9.7,9.7,9.7,1040
20230726,ACI,260.2,260.2,260.2,260.2,89
20230726,ACIFORMULA,155,155,155,155,2971
20230726,ACMELAB,85,85.1,85,85,70937
20230726,ACTIVEFINE,19.3,19.3,19.3,19.3,263
20230726,ADNTEL,145,145,137,141.3,818945
20230726,ADVENT,25.2,25.7,25.1,25.5,618220
20230726,AFTABAUTO,26.9,27.6,26.6,27.2,142646
20230726,AGNISYSL,27.9,27.9,27.5,27.8,604369
20230726,AGRANINS,42.7,44.4,40.4,43.5,159369
20230726,AIBL1STIMF,7.3,7.3,7.3,7.3,152
20230726,AIL,94.7,95.7,91.4,91.9,1228619
20230726,AL-HAJTEX,182.1,186.4,166.6,175.7,86325
20230726,ALARABANK,23.7,24,23.7,24,106142
20230726,ALIF,13.3,13.3,13.3,13.3,1310
20230726,ALLTEX,17.5,17.5,17.5,17.5,11883
20230726,AMANFEED,33.5,33.5,33.5,33.5,53
20230726,AMBEEPHA,518.1,525,518.1,523.3,1351
20230726,AMCL(PRAN),263.9,270.1,263.9,264.8,15261
20230726,ANLIMAYARN,35,35.2,34.5,34.8,71183
20230726,ANWARGALV,213.3,213.3,213.3,213.3,590
20230726,AOL,36.5,36.5,36.5,36.5,8124
20230726,APEXFOODS,420.1,429.5,420.1,426.9,33352
20230726,APEXFOOT,298,298,293.3,296.8,37641
20230726,APEXSPINN,133.2,134,132,132.7,18121
20230726,APEXTANRY,105,106.5,105,105.6,5202
20230726,ARAMIT,264,264,262.5,262.6,1894
20230726,ARAMITCEM,24.7,25,24.6,24.9,35084
20230726,ARGONDENIM,18.2,18.2,18.2,18.2,60
20230726,ASIAINS,55.7,57,53.7,56.4,2862789
20230726,ASIAPACINS,54.5,55.4,51.5,55,134478
20230726,ATCSLGF,9.7,9.7,9.7,9.7,50
20230726,ATLASBANG,104.2,104.2,104.2,104.2,302
20230726,AZIZPIPES,122,124.9,116.5,118.4,186636
20230726,BANGAS,139.9,141.3,136.4,137.3,69921
20230726,BANKASIA,20.2,20.2,20.2,20.2,104
20230726,BARKAPOWER,21.3,21.3,21.3,21.3,3000
20230726,BATASHOE,1002,1003,1002,1003,114
20230726,BATBC,518.7,518.7,518.7,518.7,7753
20230726,BAYLEASING,23.9,23.9,23.9,23.9,4
20230726,BBS,21.6,21.6,21.6,21.6,2022
20230726,BBSCABLES,49.9,49.9,49.9,49.9,50
20230726,BDAUTOCA,145,145,141,141.5,27853
20230726,BDCOM,35.9,36.3,35.9,36.1,250231
20230726,BDLAMPS,252.2,252.2,252.2,252.2,18
20230726,BDTHAI,14.4,14.9,14.2,14.6,287652
20230726,BDTHAIFOOD,34.8,34.8,34.8,34.8,1
20230726,BDWELDING,23.1,23.1,22.2,22.3,209539
20230726,BEACHHATCH,49.7,52.2,49.7,51.7,1276877
20230726,BENGALWTL,26.3,26.8,26.2,26.6,439433
20230726,BERGERPBL,1760,1760,1753.6,1756.7,100
20230726,BEXGSUKUK,85,85,85,85,351
20230726,BEXIMCO,115.6,115.6,115.6,115.6,83
20230726,BGIC,53,54.6,52.7,54.2,42792
20230726,BNICL,57,58.5,56.7,57.9,611442
20230726,BPML,76.4,77,75.6,76.1,204549
20230726,BRACBANK,35.8,35.8,35.8,35.8,8552
20230726,BSC,118.7,119.7,118,118.7,2003007
20230726,BSCCL,218.9,218.9,218.9,218.9,7
20230726,BSRMLTD,90,90,90,90,16
20230726,BSRMSTEEL,63.9,63.9,63.9,63.9,132
20230726,BXPHARMA,146.2,146.2,146.2,146.2,17
20230726,CAPMBDBLMF,9.9,9.9,9.9,9.9,14535
20230726,CAPMIBBLMF,14.3,14.7,14.2,14.5,200135
20230726,CENTRALINS,37.2,37.9,36.3,37.6,81874
20230726,CENTRALPHL,12.9,13.6,12.8,13.4,1378811
20230726,CITYBANK,21.4,21.4,21.4,21.4,14313
20230726,CITYGENINS,49.3,50.1,48.9,49.6,326402
20230726,CLICL,66.8,68.9,66.7,67.4,97257
20230726,CNATEX,11.6,12,11.2,11.4,6407216
20230726,CONFIDCEM,89,89,89,89,21
20230726,CONTININS,41.2,43.1,39.9,42.4,1095600
20230726,CROWNCEMNT,74.4,74.4,74.4,74.4,100
20230726,CRYSTALINS,59.7,63.8,56.1,62.4,2942780
