date,close,path_1
2023-01-03,0.0,22.13312947452858
2023-01-04,0.0,21.80960848691693
2023-01-05,0.0,22.01917850037583
2023-01-06,0.0,22.380400654116663
2023-01-09,0.0,22.09578303005132
2023-01-10,0.0,21.90803792096313
2023-01-11,0.0,22.09766427521015
2023-01-12,0.0,21.078997202270344
2023-01-13,0.0,20.802446739681855
2023-01-16,0.0,21.10215830327966
2023-01-17,0.0,21.016141966879843
2023-01-18,0.0,20.952382856587224
2023-01-19,0.0,21.336390687738444
2023-01-20,0.0,20.686829910969806
2023-01-23,0.0,20.694703312464007
2023-01-24,0.0,20.646137538617143
2023-01-25,0.0,20.995853828760335
2023-01-26,0.0,21.23437134697338
2023-01-27,0.0,20.416589236553648
2023-01-30,0.0,20.881350567755113
2023-01-31,0.0,21.16685298769652
2023-02-01,0.0,20.96560713609492
2023-02-02,0.0,21.086351407970344
2023-02-03,0.0,20.225363852024945
2023-02-06,0.0,20.139318881327593
2023-02-07,0.0,20.204299216795512
2023-02-08,0.0,20.201729480722665
2023-02-09,0.0,19.97680720079442
2023-02-10,0.0,20.12920378320345
2023-02-13,0.0,20.2405880294109
2023-02-14,0.0,20.315819414644245
2023-02-15,0.0,20.232133271358126
2023-02-16,0.0,19.981490990002325
2023-02-17,0.0,20.407026705228212
2023-02-20,0.0,19.4282871472875
2023-02-21,0.0,19.225656030782183
2023-02-22,0.0,19.75300285459138
2023-02-23,0.0,19.856533647126525
2023-02-24,0.0,19.671666639714633
2023-02-27,0.0,19.65784595625808
2023-02-28,0.0,19.9680049244094
2023-03-01,0.0,20.304851719749774
2023-03-02,0.0,20.461632263092863
2023-03-03,0.0,20.85235584301529
2023-03-06,0.0,20.76121579146421
2023-03-07,0.0,20.848223618875494
2023-03-08,0.0,20.541755072804158
2023-03-09,0.0,20.142195226725015
2023-03-10,0.0,20.198163508836817
2023-03-13,0.0,20.339756840531702
2023-03-14,0.0,20.64985844463974
2023-03-15,0.0,20.332214380878984
2023-03-16,0.0,20.806309185739646
2023-03-17,0.0,20.205051915070165
2023-03-20,0.0,20.577662972550847
2023-03-21,0.0,19.303393704359546
2023-03-22,0.0,19.505633744659313
2023-03-23,0.0,19.32188422090381
2023-03-24,0.0,19.165761840922467
2023-03-27,0.0,19.04450985402449
2023-03-28,0.0,19.23354704892492
2023-03-29,0.0,19.3597876084203
2023-03-30,0.0,17.611733954449903
2023-03-31,0.0,17.510337438078107
2023-04-03,0.0,18.042458800324866
2023-04-04,0.0,18.35424646057617
2023-04-05,0.0,17.91266035256225
2023-04-06,0.0,18.239464627477204
2023-04-07,0.0,19.187358206898747
2023-04-10,0.0,19.200861910351215
2023-04-11,0.0,18.93339160683306
2023-04-12,0.0,19.14494900791561
2023-04-13,0.0,19.42348872772331
2023-04-14,0.0,19.59484252940549
2023-04-17,0.0,18.96828635082496
2023-04-18,0.0,19.684207410302225
2023-04-19,0.0,20.333749737801586
2023-04-20,0.0,20.627087340150972
2023-04-21,0.0,20.378720455341423
2023-04-24,0.0,20.759424962941477
2023-04-25,0.0,21.06969597886953
2023-04-26,0.0,20.175551949321246
2023-04-27,0.0,20.21242518454823
2023-04-28,0.0,19.401055790068547
2023-05-01,0.0,19.444713673841118
2023-05-02,0.0,18.644293775814432
2023-05-03,0.0,17.962882984299377
2023-05-04,0.0,18.052075351897876
2023-05-05,0.0,18.776481523822675
2023-05-08,0.0,18.75678851218075
2023-05-09,0.0,19.360071581736488
2023-05-10,0.0,19.417444136606722
2023-05-11,0.0,19.538232239300065
2023-05-12,0.0,18.94965670741087
2023-05-15,0.0,18.703139184820046
2023-05-16,0.0,18.12973333806866
2023-05-17,0.0,18.477779229813535
2023-05-18,0.0,18.7873473686453
2023-05-19,0.0,18.603630511524177
2023-05-22,0.0,18.645264897220418
2023-05-23,0.0,18.865862808328647
2023-05-24,0.0,18.568933229392634
2023-05-25,0.0,18.21574169285335
2023-05-26,0.0,17.995980015999532
2023-05-29,0.0,17.49154087478929
2023-05-30,0.0,17.814692495018654
2023-05-31,0.0,17.89820370974346
2023-06-01,0.0,17.755368918581258
2023-06-02,0.0,18.07929087676245
2023-06-05,0.0,18.010012042234447
2023-06-06,0.0,18.854037395255812
2023-06-07,0.0,17.83731870115362
2023-06-08,0.0,17.932852537133474
2023-06-09,0.0,18.38670388117085
2023-06-12,0.0,18.176399074325147
2023-06-13,0.0,18.174613110348048
2023-06-14,0.0,18.088554628434437
2023-06-15,0.0,17.626996138311792
2023-06-16,0.0,16.883946967176694
2023-06-19,0.0,17.276077835218125
2023-06-20,0.0,17.565842305783878
2023-06-21,0.0,17.69971184735814
