date,close,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,path_21,path_22,path_23,path_24,path_25,path_26,path_27,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,path_36,path_37,path_38,path_39,path_40,path_41,path_42,path_43,path_44,path_45,path_46,path_47,path_48,path_49,path_50,path_51,path_52,path_53,path_54,path_55,path_56,path_57,path_58,path_59,path_60,path_61,path_62,path_63,path_64,path_65,path_66,path_67,path_68,path_69,path_70,path_71,path_72,path_73,path_74,path_75,path_76,path_77,path_78,path_79,path_80,path_81,path_82,path_83,path_84,path_85,path_86,path_87,path_88,path_89,path_90,path_91,path_92,path_93,path_94,path_95,path_96,path_97,path_98,path_99,path_100
2023-01-03,0.0,47.69035873349708,47.0297166120415,45.97361880052607,46.083980509568285,46.03464444980899,46.172495380855615,43.35299597521891,47.30189865162916,46.579767125425484,47.50952123409846,46.11747716486982,47.17795548739103,46.36391813635262,47.71372947378595,45.85028496224725,48.93294607411063,46.51503089561765,47.04095431458207,46.65681191121255,46.08437745788589,46.667865671689675,45.68039301623448,47.03166374382079,43.882133748652954,46.23278033105261,47.36275354661329,44.390814967075485,46.39881565665538,45.875068392997605,46.05516941474109,45.53518746769143,46.521243865183685,48.15723584125418,46.023499095061595,45.12587480423555,46.21179498078557,46.512351870882085,44.80018622113226,45.493193893558406,47.46327945766605,45.98004119851278,47.195154087496746,48.54391844417835,45.61002385071048,47.83749006602853,47.6422973655001,46.62361001473418,45.98378220337468,48.469393188878946,46.14622939610817,45.4665211766764,46.50054637781674,45.98549338941167,47.40163253771075,47.772641540870424,45.9472780545988,48.99188397693155,44.77835288414464,47.52484451735229,46.98779645981923,47.73768310195103,48.43906049348168,46.569378064449204,46.67150086068793,44.693412623519734,46.028229390798074,46.76906297766496,47.323690142064436,47.90568952742221,44.48980985628106,45.92614624732368,45.889805758876136,47.39549374714521,47.20236931378038,47.02959288188491,47.765515589541444,46.486189686663174,48.02518840970291,45.70169755304285,47.907253741455385,47.80521747430139,48.86352864130842,45.592146435494016,46.11598093127201,45.40973715496434,45.93841168669357,46.67631580210168,45.910860646367006,45.10611428482898,47.99983452040318,45.74995502298705,46.080141061881676,47.48319518886083,44.72942160303063,46.22298514459447,45.25420143185266,46.74703462122187,46.20321875792384,45.53882987869456,45.87228264088495
2023-01-04,0.0,46.339285818441155,46.18822296349877,46.89237489143126,46.894309010858855,46.12587152357988,45.31110304126843,45.31614539707929,50.17318520926457,47.207227601138655,48.038999408616895,42.91495665246636,45.95719057887669,47.4963627863207,48.69238207421425,45.17758965175143,47.50591751123561,45.03181426602701,47.39235823505676,44.626365641882494,46.55619967832587,48.49890128104175,44.91308776101489,48.154820569042144,45.55101421939523,43.924320270380726,48.028517117488846,42.73953307632254,44.1530283768574,44.40131612294807,46.269727394281745,44.047526008863436,46.20843500430051,49.40523295050731,46.10338959815062,46.23913696341225,47.37454800069152,48.33620482749341,45.0066146826944,43.082387350218056,48.92088566433788,45.52681924607565,50.17179793802902,48.46041960994681,45.24797667571825,47.87462600006913,48.23273823641988,49.12033147114923,45.17041394107854,47.05875498449374,45.38536886050044,45.04397583408167,47.326201579370995,47.395116262561416,47.658997643354006,47.25374268016274,45.689696772955315,48.496447930538814,46.96587411073554,47.42400041634696,48.26988083714499,46.54909165033622,48.86292779228755,45.26202410197505,45.27469596687659,44.2688316251125,44.90187646572286,46.41975469192418,47.240088544761235,46.07164011203653,44.10894024418811,44.0817789571525,45.125654506025334,46.66669858001478,49.08241441760151,46.66409607698939,46.333824295961485,46.83506513774591,48.53199525280574,43.54570834905266,48.49705810651676,47.86902337280444,47.739097237011855,46.59950068911645,44.32386363021023,44.129689350149505,44.21378736406719,44.9903444061616,43.726409411443434,46.1797074503248,46.562595712084445,46.48638455340207,42.9258802395254,48.46638368916674,46.86301679151612,45.93532099208145,44.856042563440276,49.69365228322471,45.67913311991443,45.19814947025075,43.348357377163964
2023-01-05,0.0,44.61631044731627,45.35907068952967,47.376947376324196,44.70891664869389,46.72584631169504,42.66350301086893,45.981923429711976,49.83645883124241,46.95178336471312,47.95317670101136,43.43584486842805,45.933436095243444,49.40486594796548,47.723966318046564,44.64511478319334,47.59120913040387,44.45783906842973,46.875933660545364,44.215177794898395,45.348754392508894,48.80145257745165,43.887769100244256,46.72101818150546,47.76300574940201,43.92833759857389,45.90253628087437,42.860115371722124,43.16586174452361,43.51292684674382,47.90469395277522,42.587176026999494,46.75283261844942,47.94866209412744,47.644601658052004,48.17993866019513,48.560949498364195,48.45328417577689,44.2214180704651,41.85504310610611,48.37820765444408,46.311200992414776,51.57425312584693,50.20104903884659,44.78230416535654,48.9403961416012,48.5896946746253,49.759985520235176,45.99075722715571,45.97482808268027,44.33753568894796,45.34986018068591,46.855660280041256,46.695475056394535,50.25998882755055,45.67373497007952,46.56240000781662,47.954454464297406,48.957200671726646,47.82508602693522,48.834836276931924,45.281547946485574,49.13659809072544,44.10967970796403,45.26107990332829,45.5423059265075,46.01038451103031,46.47234647319856,48.56667661235628,47.10057547968906,43.54173999897523,46.23314136905252,47.17982364856338,48.41323133477327,50.055256398903055,46.25144677663953,46.40046079585689,45.04228744075001,49.586872628185326,42.46589049040956,49.35658826948537,48.10731173604041,50.12628188816493,45.402196165192365,44.6430108077508,43.67159729799123,43.546324868922824,45.25266671643565,44.37521432084763,46.12712712277801,46.065940405703635,46.726429292317064,43.545447357901,46.99205202095777,46.19920672113835,46.310559733050994,44.89035060077078,48.7058106574375,46.58394008630048,43.48965911917473,42.39177332479035
2023-01-06,0.0,43.74272820603861,46.82736087754038,49.89320512489716,42.02232242848905,46.85484399904869,41.98067498324102,46.37471273296476,49.960706612805936,47.21398230072738,46.80525923902123,41.520907204417945,45.40086011448502,52.19734833705479,47.59019943683341,42.745764939085504,47.43260526742341,43.57521126071742,47.28761176364686,43.80403292548764,45.155472188083614,49.2931031986077,42.92380922376382,50.259526237409474,47.67737991415606,44.44448013416078,43.71734871732824,41.67591801738829,41.683509010197476,43.540970136285914,47.44787318249104,41.6210362770916,45.65000610048883,47.33840020276085,48.71903438301865,47.95971568716366,50.1685166876367,49.88536896961311,43.31636932585075,42.25761308936727,48.92196474431865,46.67189625466784,50.47245421224268,49.64105423342799,45.10958370306244,50.301052226216385,49.711535475484744,51.05129905202376,45.325733070288244,47.3573195639206,43.02644540351754,44.036697580053904,47.14100637927474,47.30625322661331,51.214597314354656,44.593684043424396,44.74086758125498,48.20439033832163,49.85400291329933,47.927947769151096,49.100196942152,45.19218562798037,49.446574210611246,44.272242717881646,44.04415998262165,47.12945775269005,48.691700073825515,45.49722457161635,47.9079921180278,45.530845447192576,43.893318456351224,45.37352463227308,46.7928403283052,50.179747171556194,50.4243072094976,46.66455334177098,45.790486110850274,46.17216983586889,48.22326930249149,42.166234376634705,49.405140573497306,48.229431583454954,50.69603441299984,45.59591185642802,45.04487319326087,42.85433655330482,42.17050362021948,44.393702942925216,45.8495456654851,46.8581242615365,46.361222218543865,47.222012287678666,43.329030088993946,46.686752371964594,46.730939376493225,47.03821702805042,45.581577497346935,51.56309532499826,49.20144453280241,44.619593131248166,42.445809976656946
2023-01-09,0.0,41.970282354922674,46.02914183036109,52.135605156067015,43.11962985753936,47.69225932551274,41.787362488516294,45.25845842931747,49.736271823934345,49.50775731669147,49.38183703628729,42.22595380573072,44.714374606091866,50.026427810608496,45.7779598254333,43.70526493981531,47.274795092089704,41.90762901029613,47.75561608415477,42.129277191423,44.488916541555284,49.212906424812836,42.367606931066135,50.876745114981766,46.66324623215424,45.12638188927118,44.53772562083187,41.176007016701014,41.83294775850077,46.14553671803825,46.59540906025263,41.4794162560455,45.806308833168,46.38872943356659,47.59709106911983,49.85689314061272,49.92915132206688,49.53866704540452,42.074145827433746,42.79292080965762,48.58617690291381,45.40164883224971,50.8721911815179,50.778614037288165,45.25219089908619,50.298069864807765,49.50935720346564,51.49105316311954,46.77480378442228,48.40110595350912,42.877545762841564,46.40830492502147,46.09908586598342,46.83781326599207,50.09280562670076,45.39463688246416,44.127425286592214,47.30879036882223,49.02510117123518,47.91896180946257,47.4802066228836,47.199439611307014,50.00281531540426,44.749159552549095,44.60376697526981,46.990147838124756,46.89989278615343,45.346732194056294,48.58388121518782,43.77101987155551,43.789737235372336,45.79504884256343,45.23696275590959,49.554449371426706,50.27177432293772,45.727107319921934,46.555084625248604,46.904141102289174,48.85017454957329,40.6317508155952,49.174183552359196,46.56484850031933,51.98940751878747,43.91586635695061,45.47135922135924,43.63743114591503,41.375418586833845,44.944048211906235,46.48625020817755,46.72012955431134,46.78759831408786,46.05418286716798,42.87458649461444,46.016375814811305,44.9580493954549,47.19579594519253,46.51440812590208,51.87279246095141,50.27384293338345,44.770617456729994,44.26363106745513
2023-01-10,0.0,43.22765469525342,47.33843081059741,49.46835197703905,42.977166689396384,47.67594211122862,40.22332008501443,43.52287463505262,49.715689699687985,48.16178500489244,49.84663272599834,41.67719170087475,44.31781976603307,49.82643359046584,46.09910751790136,44.298960061452846,47.40636972132695,41.79957750539002,49.02113186096599,40.31650349671634,43.640092120171985,48.07258666328984,43.02291080620479,50.700793068835395,47.09650271047461,43.62779289488293,43.202031282319766,42.40386371756469,42.550670045635,46.36290680034097,47.78438315632934,42.6299069248332,45.27083227143532,46.98649112939104,48.426980220592576,48.81922298002324,49.045597679553524,48.91991412899169,41.516012848859766,45.033499099982805,49.84655888538646,43.98985139920576,48.97556425668073,51.59947555931085,42.77942601441912,49.08534045852081,50.01631828422577,50.56705964503034,46.54813542990402,48.61482728918576,42.915608417228114,45.57742975831721,44.73321034602126,46.56289903298786,50.66403933014383,45.78313032155838,42.77712248882349,48.124494773804834,49.03594516940363,47.91979693228033,46.516593353939676,46.301388700027765,48.67550552526127,45.599471753460215,44.77333505380299,46.51928220755407,47.01223500456536,43.44165073427115,49.744447702636336,45.09667724392687,42.54107556772739,45.60596110450347,43.201195162257314,51.43994435589536,51.794534468680204,45.88800676016553,47.112192565034945,46.02411912111902,48.04882913907087,40.371493004816465,49.959550104664416,44.599595599428525,52.532270517182326,44.14268331299307,46.0053481004887,43.164599671685465,40.35008741474544,46.21322450112723,47.523573529407464,46.332750242689414,46.95335878581325,45.50768740651024,42.728345064674706,44.25090066497802,46.314956097099845,47.890640462106234,45.26893162842048,52.39180838760541,50.81665361231688,43.306370308439405,43.16189241839128
2023-01-11,0.0,43.38211260440277,49.1730506956535,46.832439152306335,42.12216256540685,46.34577416810953,40.7008152521297,43.46228480103109,48.871088339262684,49.39622281015608,50.63623818470698,39.84731082225195,45.1763836781235,49.93093722075548,45.79073935904002,43.82695638621491,48.692544578654335,42.092209330343884,49.179291263049976,40.2875235591686,42.39914593131089,47.26371571399537,41.871752039218684,48.889700363373166,46.07058737077712,42.58840473651691,43.47441892420887,43.01359489213375,41.40325916161139,45.277082396101015,46.15085469610452,43.10721144096984,44.595103045096465,49.24453372782681,47.55269008498525,50.1149467368963,47.41940468088468,46.809152963645246,39.5954580847764,45.93023353400814,49.85178859702052,43.420665128177575,48.92475278939489,49.872803958454654,42.45879500273541,50.14698920227982,50.441613812062734,50.39994844661393,45.91571256326386,49.607534984412304,43.57867301583643,46.20396514052716,46.497500686280155,45.414746669835154,47.9221537270053,47.417442341409185,43.16069489888737,46.40202417661047,50.583754368227744,47.3339775256718,46.548289437423385,46.039908898895696,51.55921915136012,47.415370003073214,44.365042328827094,47.602531844386185,47.362909092733794,42.82505056796189,50.35895940140793,43.91142712034071,40.88603875571538,45.2196721967153,42.21041714362506,52.62163070061335,52.774233280746024,47.00457429743407,45.7140749771513,46.898527997873906,45.4857698595951,39.86731420773147,50.48233308800269,44.35091107248002,55.5864854709602,44.23327493207623,46.32185841519817,43.707323755490954,41.656313340927085,46.0486855017206,48.59977207033994,44.99574719779349,46.140417468134615,45.838025477673554,43.081378646666764,42.95680839298824,46.35201348067662,48.01089021623749,45.102846757189134,51.101999891236005,51.89392387937524,44.035470323801,43.905215517860555
2023-01-12,0.0,43.25947005033312,49.77018468245714,47.444453145628536,42.95345069986444,47.472291800886616,40.24744911587935,43.218036702791395,50.52290283353136,50.553097733350356,50.1753415357917,40.447778821090246,45.590965236139134,48.90448369695604,45.14861949757497,43.86126142896487,49.24997917056613,41.9606819657609,48.36242991528587,38.93668776528773,40.94499289788511,49.28885506387215,41.31132279685776,47.85360874857347,45.54327506285249,43.81259248479069,43.63899358375162,43.09916510593008,43.66049945209145,46.75724086519987,46.94700255312545,43.821955308355065,42.76114568953215,49.49122478579334,46.713177143442294,48.63981004379691,47.05140725786435,45.76350863792846,38.78753777175112,44.777616707577494,48.411273497817604,43.24006512353073,48.74458856310515,52.32432593899138,42.495663937326945,50.930896550005414,52.76087635157019,50.54978830466279,48.53104970528423,49.37370621810815,43.59139497043594,46.74510506504987,47.104508711910256,45.52648349253048,48.80430134271855,46.08734441775121,40.60709022360943,47.86053152347114,50.28092579810816,48.930707356990474,47.69565478234802,44.92670083262132,51.804798466893516,47.98281974545509,45.13947720323677,47.037688952567244,45.55892620960861,43.810478360014464,50.24621071000848,44.042429270833786,41.5118736487854,44.94425084196807,43.975804775603144,53.416017363839735,52.02376138542568,48.56007745438067,46.002240231543354,46.90993310691956,48.72983446789116,39.78288765136209,49.782871384203794,45.576753863046896,56.5784561261497,46.32289867282528,47.296992912946045,44.702564850838755,39.527800435504794,46.428409207854145,48.687730776349895,42.43905246572825,46.246420055476555,45.103847907279686,42.314930385188276,43.36782329767148,46.51467142277588,47.83394044013938,44.768403148165504,50.21413787915129,50.935664148828806,46.276288151367794,44.45747653398315
2023-01-13,0.0,42.4861998683692,49.49575341660059,47.09972246223705,40.88270061792486,46.486382103559926,40.860705569125,41.62013239995149,51.5923556580218,49.717845470604814,52.370068561076096,42.2994755849525,47.675342843410256,48.217456281363816,44.75725578356149,44.774248787417925,48.91079507198785,43.97072067609033,46.92122918753297,38.26895222981906,41.78250321478432,50.96752248724385,40.67141212564559,47.0480834918508,44.895346633890505,43.02159327343093,43.22010421415288,42.952157079322554,43.9617512616856,44.52776241129224,45.80909515980119,42.678424777780286,44.109901701978636,48.21439971597505,47.74471991016138,50.059570332558366,47.12008122545002,47.31205739392031,37.61965727047743,42.999241036146714,47.60385808508128,42.65105076001255,50.36179168822072,52.36413704192774,41.8538802007757,50.877094786383395,51.49642922042407,50.86986825162998,50.7953413819958,46.800012328418966,44.334262447742184,48.270868772469235,45.567134650334935,47.69207807017844,50.06562230040252,45.97847087885172,39.70518124568264,48.2777579318364,50.938464094471875,50.248115746815806,46.59637703879692,45.77676983484508,50.92225262890017,48.59197983924037,44.510281809212195,47.619430356122706,46.74185816206603,45.55952673281585,50.13115844078343,44.08204551605337,40.46069031052525,44.293807881880696,43.14429846239604,55.843461113449,53.72752950436833,48.70586264364383,44.606104138589835,46.81273457888174,49.95401777898172,39.468826260734566,49.27261599737941,44.54514393180099,55.48505219354479,47.6000736158171,48.318029912641116,43.68581692605236,40.019064491470935,46.86519339462249,45.95015013955072,40.153409772772,45.35003747194725,45.389541795194525,42.44738023594677,43.70246200814051,46.92069592166285,47.77363832736983,45.44595224041483,49.5785558161996,49.51119543148922,45.89955214417355,44.909458859869524
2023-01-16,0.0,41.69887792056643,46.869315244509615,45.88340823336639,41.11886940572929,50.59352484848507,40.02084858233659,40.406479769566005,52.195558829583746,48.67932503828339,52.99445045943917,41.605188019164146,47.58042805677779,46.075106862199796,43.622039428505346,45.24112518297602,49.47743603424225,43.01245134334608,46.85115330662621,38.180912908475,42.58677476468798,51.88293793008931,38.54165156677977,46.976286207889565,45.12192431769123,42.96315027309174,42.53545920657091,42.28756661392004,44.29095438290103,45.18251365761025,46.988543649187235,42.19597382745434,43.274524614044374,46.19376884400287,46.468144045580075,49.99014336816105,46.2953985905695,46.24054764051648,37.856785587720054,44.80138425079101,45.0232976109291,42.08442582866035,49.374764297757714,51.88127413632858,42.51414405029472,52.64344078543615,50.346193204027585,50.551161632357434,50.14963875517098,46.90501809382737,43.84320806540137,49.80913070564414,44.99935379150125,47.553512619751274,49.99083138560219,43.897959971978125,40.86070094576212,45.41129146993729,50.620044521806115,49.04782109926361,46.58220222963451,44.56648190089015,50.57044198526595,50.19468055981586,44.04447102329654,48.79394398199521,48.309905978646704,46.993474505989376,49.99658249291271,45.46567335937207,41.91589655849084,47.14996443108103,43.849444185454345,56.163262156144164,53.887131231629866,48.60684823753622,45.0481731873304,46.60859687574847,49.88927597649166,38.830760901061474,49.06608632791381,45.79498086603277,55.04883462123161,47.844913254237525,46.736298532949846,44.95760356217818,40.78471250707582,46.01026525814292,45.02476857564946,40.47389304454703,45.23623032773399,46.23895546320636,46.19012859544305,43.16725287139,46.43000496780581,46.71690493815142,45.371418042600226,49.06430345337553,47.90401442894695,43.49655877732991,44.69111428013384
