date,close,path_1
2023-01-03,0.0,37.524868096577094
2023-01-04,0.0,34.46377152304164
2023-01-05,0.0,33.52262337611083
2023-01-06,0.0,34.194088425624955
2023-01-09,0.0,34.59187849021276
2023-01-10,0.0,34.427571781899125
2023-01-11,0.0,34.349302430471695
2023-01-12,0.0,34.985921850047745
2023-01-13,0.0,34.50153423599244
2023-01-16,0.0,35.3871668202442
2023-01-17,0.0,35.20218230233239
2023-01-18,0.0,35.72911479331716
2023-01-19,0.0,36.34136789222851
2023-01-20,0.0,34.75704938204515
2023-01-23,0.0,34.50062557250208
2023-01-24,0.0,34.43429625492231
2023-01-25,0.0,34.90582330726831
2023-01-26,0.0,33.903196581686515
2023-01-27,0.0,34.203182069677645
2023-01-30,0.0,34.780064151275845
2023-01-31,0.0,33.38673234422592
2023-02-01,0.0,32.774143893126066
2023-02-02,0.0,32.3682824728429
2023-02-03,0.0,32.958633571056204
2023-02-06,0.0,33.19764278512688
2023-02-07,0.0,33.05844957729606
2023-02-08,0.0,33.45818706526242
2023-02-09,0.0,32.2691620458444
2023-02-10,0.0,32.1274158054594
2023-02-13,0.0,31.78185970817496
2023-02-14,0.0,31.76528375068573
2023-02-15,0.0,32.13323227787303
2023-02-16,0.0,31.42791091350458
2023-02-17,0.0,29.612547191259843
2023-02-20,0.0,28.3015795474299
2023-02-21,0.0,29.726722598774305
2023-02-22,0.0,28.81280158835149
2023-02-23,0.0,30.36857943785216
2023-02-24,0.0,29.762100066427227
2023-02-27,0.0,31.83647371417892
2023-02-28,0.0,32.33924870482077
2023-03-01,0.0,31.07851839205438
2023-03-02,0.0,32.43856774557301
2023-03-03,0.0,31.623579493870068
2023-03-06,0.0,32.888702262210856
2023-03-07,0.0,32.02919278618927
2023-03-08,0.0,33.65462252846481
2023-03-09,0.0,34.11227763318215
2023-03-10,0.0,34.07586758118944
2023-03-13,0.0,35.83787836311062
2023-03-14,0.0,36.32708063999191
2023-03-15,0.0,35.603887087229815
2023-03-16,0.0,35.287611358757815
