date,ticker,open,high,low,close,volume
2023-01-02,IDLC,46.5,46.5,46.5,46.5,280
2023-01-02,IFIC,11.5,11.5,11.5,11.5,18976
2023-01-02,ISLAMIBANK,33.3,33.5,33.2,33.4,55529
2023-01-02,LHBL,64.8,64.8,64.8,64.8,15865
2023-01-02,MPETROLEUM,198.6,198.6,198.6,198.6,206
2023-01-02,OLYMPIC,120.5,120.8,118.7,120.1,55660
2023-01-02,ORIONPHARM,80.8,80.8,79.6,79.6,1239189
2023-01-02,RENATA,1217.9,1217.9,1217.9,1217.9,58
2023-01-02,ROBI,30.0,30.0,30.0,30.0,2316
2023-01-02,SEAPEARL,188.0,188.0,181.5,183.1,373829
2023-01-02,SOUTHEASTB,13.8,13.8,13.8,13.8,95
2023-01-02,SQURPHARMA,209.8,209.8,209.8,209.8,45634
2023-01-02,TITASGAS,40.9,40.9,40.9,40.9,2000
2023-01-02,UNIQUEHRL,56.9,56.9,55.6,55.7,206926
2023-01-02,UPGDCL,233.7,233.7,233.7,233.7,34
2023-01-03,00DS30,2191.43164,2194.33428,2188.56037,2192.16572,1989032000
2023-01-03,00DSEX,6177.87984,6187.98744,6166.6311,6185.06261,1989032000
2023-01-03,BATBC,518.7,518.7,518.7,518.7,1151
2023-01-03,BBSCABLES,49.9,49.9,49.9,49.9,1822
2023-01-03,BEACONPHAR,286.9,286.9,276.1,280.6,47755
2023-01-03,BEXIMCO,115.6,115.6,115.6,115.6,754
2023-01-03,BRACBANK,38.5,38.5,38.5,38.5,182
2023-01-03,BSC,110.5,114.2,109.4,113.6,574544
2023-01-03,BSCCL,218.9,218.9,218.9,218.9,60
2023-01-03,BSRMLTD,90.0,90.0,90.0,90.0,200
2023-01-03,BXPHARMA,146.2,146.2,146.2,146.2,10842
2023-01-03,CITYBANK,21.8,21.8,21.8,21.8,27562
2023-01-03,DELTALIFE,136.5,136.5,136.5,136.5,144
2023-01-03,FORTUNE,75.7,75.7,75.7,75.7,188
2023-01-03,GP,286.6,286.6,286.6,286.6,10289
2023-01-03,GPHISPAT,44.8,44.8,44.8,44.8,500
2023-01-03,IDLC,46.5,46.5,46.5,46.5,3216
2023-01-03,IFIC,11.5,11.5,11.5,11.5,96737
2023-01-03,ISLAMIBANK,33.4,33.5,32.9,33.4,153647
2023-01-03,LHBL,64.8,64.8,64.8,64.8,15021
2023-01-03,MPETROLEUM,198.6,198.6,198.6,198.6,56
2023-01-03,OLYMPIC,119.0,121.4,118.8,120.7,28806
2023-01-03,ORIONPHARM,79.6,81.2,79.6,81.0,851264
2023-01-03,POWERGRID,52.4,52.4,52.4,52.4,536
2023-01-03,RENATA,1217.9,1217.9,1217.9,1217.9,189
2023-01-03,ROBI,30.0,30.0,30.0,30.0,2084
2023-01-03,SEAPEARL,185.0,185.2,181.0,184.5,358334
2023-01-03,SOUTHEASTB,13.8,13.8,13.8,13.8,2538
2023-01-03,SQURPHARMA,209.8,209.8,209.8,209.8,37787
2023-01-03,TITASGAS,40.9,40.9,40.9,40.9,328
2023-01-03,UNIQUEHRL,55.5,56.9,55.2,56.6,242187
2023-01-03,UPGDCL,233.7,233.7,233.7,233.7,32
2023-01-04,00DS30,2192.16572,2197.65181,2192.16572,2196.85145,2911130000
2023-01-04,00DSEX,6185.06261,6205.80058,6185.47094,6202.62682,2911130000
2023-01-04,BATBC,518.7,518.7,518.7,518.7,1727
2023-01-04,BBSCABLES,49.9,49.9,49.9,49.9,346
2023-01-04,BEACONPHAR,280.6,284.2,280.0,283.2,35142
2023-01-04,BEXIMCO,115.6,115.6,115.6,115.6,2209
2023-01-04,BRACBANK,38.5,38.5,38.5,38.5,2717
2023-01-04,BSC,113.7,116.2,113.7,116.0,708746
2023-01-04,BSCCL,218.9,218.9,218.9,218.9,388
2023-01-04,BSRMLTD,90.0,90.0,90.0,90.0,243
2023-01-04,BXPHARMA,146.2,147.0,146.2,146.6,464195
2023-01-04,CITYBANK,21.8,21.8,21.8,21.8,98241
2023-01-04,DELTALIFE,136.5,136.5,136.5,136.5,1360
2023-01-04,FORTUNE,75.7,75.7,75.7,75.7,1719
2023-01-04,GP,286.6,286.6,286.6,286.6,6235
2023-01-04,GPHISPAT,44.8,44.8,44.8,44.8,239
2023-01-04,IDLC,46.5,46.5,46.5,46.5,893
2023-01-04,IFIC,11.5,11.5,11.5,11.5,179978
2023-01-04,ISLAMIBANK,33.5,33.8,33.4,33.5,278518
2023-01-04,LHBL,64.8,64.8,64.8,64.8,62986
2023-01-04,MPETROLEUM,198.6,198.6,198.6,198.6,912
2023-01-04,OLYMPIC,121.8,125.3,120.6,124.9,174043
2023-01-04,ORIONPHARM,81.1,83.3,80.7,82.9,1341323
2023-01-04,POWERGRID,52.4,52.4,52.4,52.4,11111
2023-01-04,RENATA,1217.9,1217.9,1217.9,1217.9,173
2023-01-04,ROBI,30.0,30.0,30.0,30.0,4669
2023-01-04,SEAPEARL,185.5,202.9,185.5,202.8,1337368
2023-01-04,SOUTHEASTB,13.8,13.8,13.8,13.8,6960
2023-01-04,SQURPHARMA,209.8,209.8,209.8,209.8,58725
2023-01-04,TITASGAS,40.9,40.9,40.9,40.9,822
2023-01-04,UNIQUEHRL,57.6,59.4,56.8,59.1,358908
2023-01-04,UPGDCL,233.7,233.7,233.7,233.7,26
2023-01-05,00DS30,2196.85145,2197.75775,2190.95084,2193.40346,3180154000
2023-01-05,00DSEX,6202.62682,6206.1045,6187.00272,6193.96183,3180154000
2023-01-05,BATBC,518.7,518.7,518.7,518.7,3865
2023-01-05,BBSCABLES,49.9,49.9,49.9,49.9,1157
2023-01-05,BEACONPHAR,283.1,285.5,277.3,281.9,39137
2023-01-05,BEXIMCO,115.6,115.6,115.6,115.6,4214
2023-01-05,BRACBANK,38.5,38.5,38.5,38.5,2518
2023-01-05,BSC,116.8,116.8,111.0,111.8,668887
2023-01-05,BSCCL,218.9,218.9,218.9,218.9,26
2023-01-05,BSRMLTD,90.0,90.0,90.0,90.0,330
2023-01-05,BXPHARMA,146.2,146.2,146.2,146.2,40704
2023-01-05,CITYBANK,21.8,21.8,21.8,21.8,193762
2023-01-05,DELTALIFE,136.5,136.5,136.5,136.5,44076
2023-01-05,FORTUNE,75.7,75.7,75.7,75.7,42
2023-01-05,GP,286.6,286.6,286.6,286.6,3980
2023-01-05,GPHISPAT,44.8,44.8,44.8,44.8,605
2023-01-05,IDLC,46.5,46.5,46.5,46.5,1053
2023-01-05,IFIC,11.5,11.5,11.5,11.5,115839
2023-01-05,ISLAMIBANK,33.6,33.6,32.9,32.9,35537
2023-01-05,LHBL,64.8,64.8,64.8,64.8,11230
2023-01-05,MPETROLEUM,198.6,198.6,198.6,198.6,1
2023-01-05,OLYMPIC,124.8,126.9,124.5,126.1,244559
2023-01-05,ORIONPHARM,82.8,83.0,80.7,81.1,816427
2023-01-05,POWERGRID,52.4,52.4,52.4,52.4,28
2023-01-05,RENATA,1217.9,1217.9,1217.9,1217.9,49
2023-01-05,ROBI,30.0,30.0,30.0,30.0,68224
2023-01-05,SEAPEARL,207.8,218.8,207.0,212.2,698797
2023-01-05,SOUTHEASTB,13.8,13.8,13.8,13.8,4948
2023-01-05,SQURPHARMA,209.8,209.8,209.8,209.8,3334
2023-01-05,UNIQUEHRL,58.3,58.9,57.3,57.5,296930
2023-01-08,00DS30,2193.40346,2194.58668,2189.50523,2191.50951,2842003000
2023-01-08,00DSEX,6193.96183,6199.46626,6182.18464,6192.30575,2842003000
2023-01-08,BATBC,518.7,518.7,518.7,518.7,894
2023-01-08,BBSCABLES,49.9,49.9,49.9,49.9,2310
2023-01-08,BEACONPHAR,281.0,283.2,277.1,279.6,31270
2023-01-08,BEXIMCO,115.6,115.6,115.6,115.6,2448
2023-01-08,BRACBANK,38.5,38.5,38.5,38.5,1100
2023-01-08,BSC,111.3,115.1,111.3,114.0,834509
2023-01-08,BSCCL,218.9,218.9,218.9,218.9,909
2023-01-08,BSRMLTD,90.0,90.0,90.0,90.0,1221
2023-01-08,BXPHARMA,146.2,147.3,146.2,146.2,40447
2023-01-08,CITYBANK,21.8,21.8,21.8,21.8,20957
2023-01-08,DELTALIFE,136.5,139.0,136.5,136.6,439194
2023-01-08,FORTUNE,75.7,75.7,75.7,75.7,140
2023-01-08,GP,286.6,286.6,286.6,286.6,4389
2023-01-08,GPHISPAT,44.8,44.8,44.8,44.8,3871
2023-01-08,IDLC,46.5,46.5,46.5,46.5,1160
2023-01-08,IFIC,11.5,11.5,11.5,11.5,6611
2023-01-08,ISLAMIBANK,32.6,33.0,32.6,32.9,97277
2023-01-08,LHBL,64.8,64.8,64.8,64.8,7772
2023-01-08,MPETROLEUM,198.6,198.6,198.6,198.6,69
2023-01-08,OLYMPIC,128.3,128.3,123.4,124.0,171337
2023-01-08,ORIONPHARM,80.8,81.5,79.8,81.2,983881
2023-01-08,POWERGRID,52.4,52.4,52.4,52.4,1610
2023-01-08,RENATA,1217.9,1217.9,1217.9,1217.9,183
2023-01-08,ROBI,30.0,30.0,30.0,30.0,27595
2023-01-08,SEAPEARL,212.7,216.7,205.1,214.0,541438
2023-01-08,SOUTHEASTB,13.8,13.8,13.8,13.8,6214
2023-01-08,SQURPHARMA,209.8,209.8,209.8,209.8,3807
2023-01-08,TITASGAS,40.9,40.9,40.9,40.9,4111
2023-01-08,UNIQUEHRL,57.5,57.7,56.2,57.0,284465
2023-01-08,UPGDCL,233.7,233.7,233.7,233.7,54
2023-01-09,00DS30,2191.50951,2195.38093,2188.61073,2191.78218,3346960000
2023-01-09,00DSEX,6192.30575,6199.31685,6185.38148,6191.54563,3346960000
2023-01-09,BATBC,518.7,518.7,518.7,518.7,1747
2023-01-09,BBSCABLES,49.9,49.9,49.9,49.9,35
2023-01-09,BEACONPHAR,285.5,285.5,275.2,280.1,79316
2023-01-09,BEXIMCO,115.6,115.6,115.6,115.6,1408
2023-01-09,BRACBANK,38.5,38.5,38.5,38.5,1066
2023-01-09,BSC,114.0,115.7,113.7,115.1,1129598
2023-01-09,BSCCL,218.9,218.9,218.9,218.9,9
2023-01-09,BSRMLTD,90.0,90.0,90.0,90.0,1
2023-01-09,BXPHARMA,146.2,146.2,146.2,146.2,81670
2023-01-09,CITYBANK,21.8,21.8,21.8,21.8,26764
2023-01-09,DELTALIFE,136.6,137.8,136.5,136.5,48325
2023-01-09,FORTUNE,75.7,75.7,75.7,75.7,1
2023-01-09,GP,286.6,286.6,286.6,286.6,2055
2023-01-09,GPHISPAT,44.8,44.8,44.8,44.8,1364
2023-01-09,IDLC,46.5,46.5,46.5,46.5,2888
2023-01-09,IFIC,11.5,11.5,11.5,11.5,30469
2023-01-09,ISLAMIBANK,32.7,33.0,32.7,33.0,479816
2023-01-09,LHBL,64.8,64.8,64.8,64.8,4891
2023-01-09,MPETROLEUM,198.6,198.6,198.6,198.6,806
2023-01-09,OLYMPIC,123.3,124.4,122.6,123.8,94565
2023-01-09,ORIONPHARM,81.1,82.6,80.8,81.9,1200705
2023-01-09,POWERGRID,52.4,52.4,52.4,52.4,200
2023-01-09,RENATA,1217.9,1217.9,1217.9,1217.9,156
2023-01-09,ROBI,30.0,30.0,30.0,30.0,177
2023-01-09,SEAPEARL,214.5,216.9,208.5,212.0,472722
2023-01-09,SOUTHEASTB,13.8,13.8,13.8,13.8,6170
2023-01-09,SQURPHARMA,209.8,209.8,209.8,209.8,2758
2023-01-09,TITASGAS,40.9,40.9,40.9,40.9,5
2023-01-09,UNIQUEHRL,57.0,58.2,56.6,57.3,465683
2023-01-10,00DS30,2191.78218,2199.53315,2191.22279,2197.58803,4625213000
2023-01-10,00DSEX,6191.54563,6207.03494,6193.23735,6205.27788,4625213000
2023-01-10,BATBC,518.7,518.7,518.7,518.7,576
2023-01-10,BBSCABLES,49.9,49.9,49.9,49.9,2267
2023-01-10,BEACONPHAR,283.9,288.3,280.0,285.1,119246
2023-01-10,BEXIMCO,115.6,115.6,115.6,115.6,1062
2023-01-10,BRACBANK,38.5,38.5,38.5,38.5,3425
2023-01-10,BSC,115.3,122.4,114.7,120.1,2690590
2023-01-10,BSCCL,218.9,218.9,218.9,218.9,169
2023-01-10,BSRMLTD,90.0,90.0,90.0,90.0,250
2023-01-10,BXPHARMA,146.2,147.9,146.2,146.9,207032
2023-01-10,CITYBANK,21.8,21.8,21.8,21.8,18097
2023-01-10,DELTALIFE,136.5,136.5,136.5,136.5,4646
2023-01-10,FORTUNE,75.7,75.7,75.7,75.7,13
2023-01-10,GP,286.6,286.6,286.6,286.6,2292
2023-01-10,GPHISPAT,44.8,44.8,44.8,44.8,1719
2023-01-10,IDLC,46.5,46.5,46.5,46.5,2853
2023-01-10,IFIC,11.5,11.5,11.5,11.5,54807
2023-01-10,ISLAMIBANK,32.7,33.1,32.7,33.1,115920
2023-01-10,LHBL,64.8,64.8,64.8,64.8,14990
2023-01-10,MPETROLEUM,198.6,198.6,198.6,198.6,1106
2023-01-10,OLYMPIC,123.2,124.9,123.2,124.7,126110
2023-01-10,ORIONPHARM,82.0,86.6,82.0,86.0,3391011
2023-01-10,POWERGRID,52.4,52.4,52.4,52.4,180
2023-01-10,RENATA,1217.9,1217.9,1217.9,1217.9,899
2023-01-10,ROBI,30.0,30.0,30.0,30.0,801
2023-01-10,SEAPEARL,212.0,212.1,202.5,207.1,745032
2023-01-10,SOUTHEASTB,13.8,13.8,13.8,13.8,60
2023-01-10,SQURPHARMA,209.8,209.8,209.8,209.8,6456
2023-01-10,TITASGAS,40.9,40.9,40.9,40.9,22
2023-01-10,UNIQUEHRL,58.9,60.5,57.5,58.7,787730
2023-01-10,UPGDCL,233.7,233.7,233.7,233.7,75
2023-01-11,00DS30,2197.58803,2199.84134,2195.71206,2198.76399,5324162000
2023-01-11,00DSEX,6205.27788,6217.44985,6204.64589,6209.52206,5324162000
2023-01-11,BATBC,518.7,518.7,518.7,518.7,4410
2023-01-11,BBSCABLES,49.9,49.9,49.9,49.9,302
2023-01-11,BEACONPHAR,286.0,289.8,282.8,288.3,79968
2023-01-11,BEXIMCO,115.6,115.6,115.6,115.6,4484
2023-01-11,BRACBANK,38.5,38.5,38.5,38.5,10000
2023-01-11,BSC,121.5,126.0,121.5,124.4,3319436
2023-01-11,BSCCL,218.9,218.9,218.9,218.9,217
2023-01-11,BSRMLTD,90.0,90.0,90.0,90.0,55
2023-01-11,BXPHARMA,146.9,148.6,146.8,147.4,759545
2023-01-11,CITYBANK,21.8,21.8,21.8,21.8,4407
2023-01-11,DELTALIFE,136.5,136.5,136.5,136.5,54545
2023-01-11,FORTUNE,75.7,75.7,75.7,75.7,4
2023-01-11,GP,286.6,286.6,286.6,286.6,1084
2023-01-11,GPHISPAT,44.8,44.8,44.8,44.8,4033
2023-01-11,IDLC,46.5,46.5,46.5,46.5,18147
2023-01-11,IFIC,11.5,11.5,11.5,11.5,46127
2023-01-11,ISLAMIBANK,32.9,33.1,32.9,33.0,136002
2023-01-11,LHBL,64.8,64.8,64.8,64.8,47663
2023-01-11,MPETROLEUM,198.6,198.6,198.6,198.6,107
2023-01-11,OLYMPIC,124.7,125.4,123.6,124.0,233983
2023-01-11,ORIONPHARM,86.0,87.8,84.4,84.8,2222473
2023-01-11,POWERGRID,52.4,52.4,52.4,52.4,1010
2023-01-11,RENATA,1217.9,1217.9,1217.9,1217.9,213
2023-01-11,ROBI,30.0,30.0,30.0,30.0,7045
2023-01-11,SEAPEARL,209.4,223.0,205.3,218.3,653482
2023-01-11,SOUTHEASTB,13.8,13.8,13.8,13.8,5121
2023-01-11,SQURPHARMA,209.8,209.8,209.8,209.8,4513
2023-01-11,TITASGAS,40.9,40.9,40.9,40.9,217
2023-01-11,UNIQUEHRL,59.1,61.8,58.6,60.8,1361513
2023-01-11,UPGDCL,233.7,233.7,233.7,233.7,9
2023-01-12,00DS30,2198.76399,2201.17546,2195.66265,2199.04861,5075720000
2023-01-12,00DSEX,6209.52206,6218.55069,6203.53164,6215.04937,5075720000
2023-01-12,BATBC,518.7,518.7,518.7,518.7,1850
2023-01-12,BBSCABLES,49.9,49.9,49.9,49.9,274
2023-01-12,BEACONPHAR,288.8,294.9,283.1,289.8,87096
2023-01-12,BEXIMCO,115.6,115.6,115.6,115.6,2429
2023-01-12,BRACBANK,38.5,38.5,38.5,38.5,1654
2023-01-12,BSC,124.3,129.9,120.9,126.1,3219669
2023-01-12,BSCCL,218.9,218.9,218.9,218.9,40
2023-01-12,BSRMLTD,90.0,90.0,90.0,90.0,229
2023-01-12,BXPHARMA,146.3,147.4,146.2,146.3,207288
2023-01-12,CITYBANK,21.8,21.8,21.8,21.8,4217
2023-01-12,DELTALIFE,136.5,139.5,136.5,137.0,406512
2023-01-12,FORTUNE,75.7,75.7,75.7,75.7,606
2023-01-12,GP,286.6,286.6,286.6,286.6,2167
2023-01-12,GPHISPAT,44.8,44.8,44.8,44.8,679
2023-01-12,IDLC,46.5,46.5,46.5,46.5,1738
2023-01-12,IFIC,11.5,11.5,11.5,11.5,115117
2023-01-12,ISLAMIBANK,32.9,33.0,32.9,33.0,68832
2023-01-12,LHBL,64.8,64.8,64.8,64.8,26999
2023-01-12,MPETROLEUM,198.6,198.6,198.6,198.6,1160
2023-01-12,OLYMPIC,124.7,124.7,121.9,122.8,153211
2023-01-12,ORIONPHARM,85.0,86.6,83.6,85.9,2580956
2023-01-12,POWERGRID,52.4,52.4,52.4,52.4,650
2023-01-12,RENATA,1217.9,1217.9,1217.9,1217.9,185
2023-01-12,ROBI,30.0,30.0,30.0,30.0,4898
2023-01-12,SEAPEARL,224.0,224.9,220.5,223.0,655903
2023-01-12,SOUTHEASTB,13.8,13.8,13.8,13.8,20060
2023-01-12,SQURPHARMA,209.8,209.8,209.8,209.8,4631
2023-01-12,TITASGAS,40.9,40.9,40.9,40.9,500
2023-01-12,UNIQUEHRL,60.4,60.8,59.5,60.6,542066
2023-01-12,UPGDCL,233.7,233.7,233.7,233.7,580
2023-01-15,00DS30,2199.04861,2209.81248,2199.6048,2208.09592,7112977000
2023-01-15,00DSEX,6215.04937,6253.11541,6217.69165,6250.50386,7112977000
2023-01-15,BATBC,518.7,518.7,518.7,518.7,4750
2023-01-15,BBSCABLES,49.9,49.9,49.9,49.9,4484
2023-01-15,BEACONPHAR,293.0,294.9,286.0,292.0,166428
2023-01-15,BEXIMCO,115.6,115.6,115.6,115.6,33253
2023-01-15,BRACBANK,38.5,38.5,38.5,38.5,9230
2023-01-15,BSC,128.7,134.7,126.1,133.2,3258156
2023-01-15,BSCCL,218.9,218.9,218.9,218.9,1691
2023-01-15,BSRMLTD,90.0,90.0,90.0,90.0,11636
2023-01-15,BXPHARMA,147.5,150.9,146.6,150.7,802302
2023-01-15,CITYBANK,21.8,21.8,21.8,21.8,11447
2023-01-15,DELTALIFE,137.0,140.3,137.0,139.3,294315
2023-01-15,FORTUNE,75.7,75.7,75.7,75.7,181
2023-01-15,GP,286.6,286.6,286.6,286.6,2629
2023-01-15,GPHISPAT,44.8,44.8,44.8,44.8,2623
2023-01-15,IDLC,46.5,46.5,46.5,46.5,2570
2023-01-15,IFIC,11.5,11.5,11.5,11.5,31364
2023-01-15,ISLAMIBANK,32.7,33.0,32.7,33.0,68395
2023-01-15,LHBL,64.8,65.8,64.8,64.9,856450
2023-01-15,MPETROLEUM,198.6,198.6,198.6,198.6,625
2023-01-15,OLYMPIC,123.0,125.2,122.0,125.0,251331
2023-01-15,ORIONPHARM,86.5,90.8,86.5,90.1,3578083
2023-01-15,POWERGRID,52.4,52.4,52.4,52.4,8588
2023-01-15,RENATA,1217.9,1217.9,1217.9,1217.9,49
2023-01-15,ROBI,30.0,30.0,30.0,30.0,1668
2023-01-15,SEAPEARL,212.0,229.3,212.0,227.6,888928
2023-01-15,SOUTHEASTB,13.8,13.8,13.8,13.8,14456
2023-01-15,SQURPHARMA,209.8,209.8,209.8,209.8,12777
2023-01-15,TITASGAS,40.9,40.9,40.9,40.9,600
2023-01-15,UNIQUEHRL,58.0,62.6,58.0,62.1,1267923
2023-01-15,UPGDCL,233.7,233.7,233.7,233.7,149
2023-01-16,00DS30,2208.09592,2212.79377,2198.95985,2201.33543,7137692000
2023-01-16,00DSEX,6250.50386,6260.49026,6237.7543,6246.06583,7137692000
2023-01-16,BATBC,518.7,518.7,518.7,518.7,1865
2023-01-16,BBSCABLES,49.9,49.9,49.9,49.9,2484
2023-01-16,BEACONPHAR,288.0,297.0,275.1,283.0,181923
2023-01-16,BEXIMCO,115.6,115.6,115.6,115.6,39825
2023-01-16,BRACBANK,38.5,38.5,38.5,38.5,23860
2023-01-16,BSC,135.0,135.0,129.4,133.7,3530148
2023-01-16,BSCCL,218.9,218.9,218.9,218.9,351
2023-01-16,BSRMLTD,90.0,90.0,90.0,90.0,470
2023-01-16,BXPHARMA,150.8,151.4,147.9,149.0,374887
2023-01-16,CITYBANK,21.8,21.8,21.8,21.8,26325
2023-01-16,DELTALIFE,140.5,140.5,136.5,137.1,373931
2023-01-16,FORTUNE,75.7,75.7,75.7,75.7,1853
2023-01-16,GP,286.6,286.6,286.6,286.6,2506
2023-01-16,GPHISPAT,44.8,44.8,44.8,44.8,9056
2023-01-16,IDLC,46.5,46.5,46.5,46.5,13447
2023-01-16,IFIC,11.5,11.5,11.5,11.5,67043
2023-01-16,ISLAMIBANK,33.0,33.1,32.8,33.1,94927
2023-01-16,LHBL,64.9,66.6,64.9,65.8,1966541
2023-01-16,MPETROLEUM,198.6,198.6,198.6,198.6,4021
2023-01-16,OLYMPIC,125.1,125.8,123.0,123.4,197889
2023-01-16,ORIONPHARM,90.9,91.4,88.3,89.4,3289868
2023-01-16,POWERGRID,52.4,52.4,52.4,52.4,1393
2023-01-16,RENATA,1217.9,1217.9,1217.9,1217.9,983
2023-01-16,ROBI,30.0,30.0,30.0,30.0,2672
2023-01-16,SEAPEARL,234.9,239.0,227.0,229.8,593538
2023-01-16,SOUTHEASTB,13.8,13.8,13.8,13.8,3240
2023-01-16,SQURPHARMA,209.8,209.8,209.8,209.8,17315
2023-01-16,TITASGAS,40.9,40.9,40.9,40.9,1430
2023-01-16,UNIQUEHRL,62.5,64.7,62.1,63.8,1538363
2023-01-16,UPGDCL,233.7,233.7,233.7,233.7,4275
2023-01-17,00DS30,2201.33543,2217.49115,2201.53951,2215.25463,9004821000
2023-01-17,00DSEX,6246.06583,6286.75178,6248.81124,6281.74365,9004821000
2023-01-17,BATBC,518.7,518.7,518.7,518.7,2067
2023-01-17,BBSCABLES,49.9,49.9,49.9,49.9,31287
2023-01-17,BEACONPHAR,289.0,290.8,280.1,286.9,165369
2023-01-17,BEXIMCO,115.6,115.6,115.6,115.6,48917
2023-01-17,BRACBANK,38.5,38.5,38.5,38.5,8808
2023-01-17,BSC,134.0,138.4,133.0,136.9,4387112
2023-01-17,BSCCL,218.9,218.9,218.9,218.9,13156
2023-01-17,BSRMLTD,90.0,90.0,90.0,90.0,372
2023-01-17,BXPHARMA,149.9,155.4,149.0,154.1,759770
2023-01-17,CITYBANK,21.8,21.8,21.8,21.8,110593
2023-01-17,DELTALIFE,137.1,138.8,136.5,137.9,326689
2023-01-17,FORTUNE,75.7,75.7,75.7,75.7,1135
2023-01-17,GP,286.6,286.6,286.6,286.6,6641
2023-01-17,GPHISPAT,44.8,44.8,44.8,44.8,15958
2023-01-17,IDLC,46.5,46.5,46.5,46.5,9089
2023-01-17,IFIC,11.5,11.7,11.5,11.6,4485521
2023-01-17,ISLAMIBANK,32.8,33.2,32.7,33.0,41803
2023-01-17,LHBL,66.2,68.7,65.3,68.3,2816771
2023-01-17,MPETROLEUM,198.6,198.6,198.6,198.6,865
2023-01-17,OLYMPIC,123.5,127.8,123.0,127.2,439841
2023-01-17,ORIONPHARM,89.8,95.0,89.8,93.8,3992282
2023-01-17,POWERGRID,52.4,52.4,52.4,52.4,3605
2023-01-17,RENATA,1217.9,1217.9,1217.9,1217.9,173
2023-01-17,ROBI,30.0,30.0,30.0,30.0,1250
2023-01-17,SEAPEARL,234.9,234.9,225.9,230.0,1000035
2023-01-17,SOUTHEASTB,13.8,13.8,13.8,13.8,197166
2023-01-17,SQURPHARMA,209.8,209.8,209.8,209.8,16435
2023-01-17,TITASGAS,40.9,40.9,40.9,40.9,1481
2023-01-17,UNIQUEHRL,64.1,64.9,63.6,64.0,1272694
2023-01-17,UPGDCL,233.7,233.7,233.7,233.7,136
2023-01-18,00DS30,2215.25463,2221.13999,2206.64315,2210.42134,9342925000
2023-01-18,00DSEX,6281.74365,6302.27466,6249.07654,6258.17368,9342925000
